OrderID,Region,Product,Category,Date,Quantity,UnitPrice,TotalPrice,PaymentMethod,TransactionCode
ORD0188, PORT HARCOURT , OIL ,food,08-10-2023,6,822,4932,transfer,PHC-2023-INV
ORD0645,port harcourt,RICE,food,05-12-2023,2,2218,4436, transfer ,PHC-2023-SLS
ORD0784, kano ,MILK, dairy ,26-07-2023,10,1322,13220,cash,KAN-2023-SLS
ORD0726,lagos,Bread, bakery ,03-08-2023,13,1169,15197,cash,LAG-2023-RET
ORD0303, abuja ,MILK,dairy,16-07-2023,8,527,4216,POS,ABJ-2023-SLS
ORD0448,, Bread ,Bakery,07-03-2023,4,3512,14048, Transfer ,LAG-2023-SLS
ORD0392, ABUJA , OIL , FOOD ,01-08-2023,14,1978,27692, cash ,ABJ-2023-RET
ORD0214,,Beans, FOOD ,19-09-2023,15,4605,69075,cash,KAN-2023-SLS
ORD0229,KANO,sugar,food,02-10-2023,12,4731,56772,CASH,KAN-2023-RET
ORD0536, Kano ,OIL,food,30-03-2023,20,3045,60900, pos ,KAN-2023-SLS
ORD0321, kano ,,Food,30-05-2023,15,675,10125,cash,KAN-2023-INV
ORD0296,port harcourt, sugar ,food,05-12-2023,13,2449,31837, transfer ,PHC-2023-RET
ORD0513, ABUJA , Beans , Food ,10-06-2023,14,3574,50036, pos ,ABJ-2023-SLS
ORD0453,LAGOS,sugar, food ,29-01-2023,14,1878,26292, CASH ,LAG-2023-SLS
ORD0294, Abuja , bread , BAKERY ,16-10-2023,20,2990,59800,transfer,ABJ-2023-INV
ORD0431, LAGOS ,milk, dairy ,12-03-2023,3,990,2970,Transfer,LAG-2023-SLS
ORD0604,Lagos,Beans, food ,03-01-2023,18,3565,64170,transfer,LAG-2023-INV
ORD0630,LAGOS, Milk , dairy ,01-01-2023,20,4237,84740, transfer ,LAG-2023-SLS
ORD0346, abuja , oil ,food,26-04-2023,19,3793,72067,pos,ABJ-2023-RET
ORD0630,LAGOS, Milk , dairy ,01-01-2023,20,4237,84740, transfer ,LAG-2023-SLS
ORD0069,PORT HARCOURT,sugar,food,08-07-2023,2,966,1932,transfer,PHC-2023-INV
ORD0340,  , RICE , food ,12-09-2023,9,4508,40572,Cash,ABJ-2023-RET
ORD0202, KANO , milk ,dairy,10-04-2023,18,2109,37962, TRANSFER ,KAN-2023-SLS
ORD0013, Lagos , rice , Food ,01-02-2023,19,4941,93879,POS,LAG-2023-SLS
ORD0586,, Bread ,Bakery,13-03-2023,17,4491,76347, POS ,LAG-2023-RET
ORD0655,lagos, BEANS ,food,27-11-2023,13,1806,23478, TRANSFER ,LAG-2023-SLS
ORD0437, KANO ,milk,DAIRY,23-12-2023,16,3516,56256,CASH,KAN-2023-RET
ORD0250,port harcourt, BREAD ,bakery,16-11-2023,16,4807,76912,POS,PHC-2023-RET
ORD0781,port harcourt,rice, Food ,01-11-2023,5,1286,6430, pos ,PHC-2023-RET
ORD0357,LAGOS,rice,FOOD,15-02-2023,1,2373,2373,TRANSFER,LAG-2023-INV
ORD0497, LAGOS , oil , food ,13-09-2023,18,1214,21852,CASH,LAG-2023-SLS
ORD0539,ABUJA,Oil,food,29-05-2023,20,1297,25940,POS,ABJ-2023-SLS
ORD0838, PORT HARCOURT ,sugar,food,02-09-2023,4,4215,16860,POS,PHC-2023-INV
ORD0142, lagos , Milk , Dairy ,05-01-2023,15,576,8640, POS ,LAG-2023-SLS
ORD0459, LAGOS ,Milk,dairy,19-11-2023,7,1078,7546,pos,LAG-2023-SLS
ORD0061,Lagos, Milk ,dairy,10-12-2023,2,3200,6400, CASH ,LAG-2023-SLS
ORD0354,lagos, Oil ,Food,13-08-2023,7,1812,12684,POS,LAG-2023-SLS
ORD0267, Abuja , oil ,food,10-12-2023,14,2323,32522,cash,ABJ-2023-INV
ORD0636,abuja,oil,food,19-03-2023,14,1743,24402,POS,ABJ-2023-SLS
ORD0074, Port Harcourt ,RICE, Food ,13-12-2023,14,3484,48776, pos ,PHC-2023-INV
ORD0333,lagos, RICE , food ,09-06-2023,16,3352,53632, POS ,LAG-2023-SLS
ORD0867, PORT HARCOURT ,SUGAR,FOOD,28-01-2023,15,1643,24645, CASH ,PHC-2023-RET
ORD0254,Kano, rice , food ,20-04-2023,10,2317,23170, transfer ,KAN-2023-INV
ORD0460,ABUJA,oil, FOOD ,26-02-2023,4,4853,19412,pos,ABJ-2023-RET
ORD0702,ABUJA,rice,FOOD,26-06-2023,3,4546,13638,pos,ABJ-2023-INV
ORD0704, PORT HARCOURT ,Sugar,food,20-03-2023,15,4204,63060,cash,PHC-2023-RET
ORD0793,port harcourt,Milk, dairy ,04-09-2023,11,511,5621,Cash,PHC-2023-INV
ORD0742,KANO,beans, food ,30-03-2023,15,4760,71400, Cash ,KAN-2023-RET
ORD0831, PORT HARCOURT , bread , bakery ,26-01-2023,14,1676,23464,POS,PHC-2023-SLS
ORD0792,Kano,Bread, bakery ,02-02-2023,13,666,8658, pos ,KAN-2023-INV
ORD0798,ABUJA,bread, BAKERY ,13-11-2023,15,2348,35220, cash ,ABJ-2023-INV
ORD0428, ABUJA ,oil, FOOD ,16-11-2023,11,2052,22572,CASH,ABJ-2023-RET
ORD0635,port harcourt,bread, BAKERY ,24-01-2023,19,4349,82631, pos ,PHC-2023-SLS
ORD0607,kano, bread , Bakery ,07-01-2023,4,3813,15252,Cash,KAN-2023-SLS
ORD0511, ABUJA ,Bread, bakery ,21-11-2023,5,4216,21080, POS ,ABJ-2023-SLS
ORD0024,abuja,Sugar,Food,23-12-2023,8,1940,15520,pos,ABJ-2023-SLS
ORD0059,abuja,OIL, Food ,03-02-2023,20,1715,34300,Cash,ABJ-2023-SLS
ORD0722, ABUJA , rice , Food ,27-08-2023,16,4042,64672,TRANSFER,ABJ-2023-INV
ORD0223,port harcourt, MILK ,Dairy,15-12-2023,12,2757,33084,Transfer,PHC-2023-INV
ORD0237, Port Harcourt ,sugar,food,12-01-2023,6,2006,12036, Cash ,PHC-2023-RET
ORD0586,, Bread ,Bakery,13-03-2023,17,4491,76347, POS ,LAG-2023-RET
ORD0757, ABUJA , oil , Food ,29-06-2023,12,935,11220,transfer,ABJ-2023-SLS
ORD0009,KANO,sugar, FOOD ,22-09-2023,12,4088,49056, TRANSFER ,KAN-2023-INV
ORD0002, KANO , rice , FOOD ,24-06-2023,6,3962,23772,TRANSFER,KAN-2023-INV
ORD0664,Port Harcourt,Oil,food,30-09-2023,5,3286,16430, TRANSFER ,PHC-2023-SLS
ORD0300, lagos , Rice , FOOD ,31-05-2023,6,2575,15450, transfer ,LAG-2023-RET
ORD0557,Port Harcourt,  , food ,27-01-2023,14,4862,68068,POS,PHC-2023-SLS
ORD0768,kano,rice,Food,07-12-2023,13,3274,42562, CASH ,KAN-2023-RET
ORD0222,ABUJA,  , food ,29-07-2023,20,4954,99080, transfer ,ABJ-2023-INV
ORD0834,lagos, rice ,Food,23-04-2023,13,1422,18486,transfer,LAG-2023-INV
ORD0063,port harcourt, rice , FOOD ,16-02-2023,5,751,3755, POS ,PHC-2023-RET
ORD0733,Lagos, sugar ,FOOD,04-04-2023,2,2976,5952, cash ,LAG-2023-SLS
ORD0661,ABUJA,Bread,bakery,03-07-2023,15,2576,38640,POS,ABJ-2023-SLS
ORD0109,KANO,sugar,Food,30-09-2023,18,3974,71532, TRANSFER ,KAN-2023-INV
ORD0644, kano ,oil, food ,30-11-2023,3,4056,12168, transfer ,KAN-2023-INV
ORD0660,Kano,BREAD,BAKERY,21-10-2023,15,4274,64110,POS,KAN-2023-INV
ORD0597,Abuja, milk ,DAIRY,01-03-2023,15,1222,18330,CASH,ABJ-2023-INV
ORD0377,KANO,Oil,Food,15-09-2023,6,1931,11586,Cash,KAN-2023-INV
